N°,Rev.,Uso Frecuente,Descripción del Activo Fijo,Instrumento (Especificación),Código de inventario del Activo Fijo (Etiqueta) o LEO,Campus/Sede donde se encuentra físicamente el Activo Fijo,Departamento al que pertenece el Activo Fijo,Ubicación del Activo Fijo,RUT usuario responsable del Activo Fijo,Nombre del usuario responsable del Activo Fijo,Estado del Activo Fijo,Marca,Modelo,Serie,Fecha ingreso,Etiqueta USM,Comentarios,Código de inventario del Activo Fijo en Orden Aldabético
1309,Disponible,Sí,Osciloscopio,Osciloscopio 3 e 1 (Osc-Gen-Tester Probador),LEO-1186,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DS0-TC3,-,2025-03-05 00:00:00,-,,LEO-1186
1310,Disponible,Sí,Osciloscopio,Osciloscopio 3 e 1 (Osc-Gen-Tester Probador),LEO-1187,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DS0-TC3,-,2025-03-05 00:00:00,-,,LEO-1187
1311,Disponible,Sí,Osciloscopio,Osciloscopio 3 e 1 (Osc-Gen-Tester Probador),LEO-1188,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DS0-TC3,-,2025-03-05 00:00:00,-,,LEO-1188
1312,Disponible,Sí,Osciloscopio,Osciloscopio 3 e 1 (Osc-Gen-Tester Probador),LEO-1189,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DS0-TC3,-,2025-03-05 00:00:00,-,,LEO-1189
1313,Disponible,Sí,Osciloscopio,Osciloscopio 3 e 1 (Osc-Gen-Tester Probador),LEO-1190,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DS0-TC3,-,2025-03-05 00:00:00,-,,LEO-1190
1314,No Disponible,Sí,Osciloscopio,Osciloscopio 3 e 1 (Osc-Gen-Tester Probador),LEO-1191,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DS0-TC3,-,2025-03-05 00:00:00,-,,LEO-1191
1315,Disponible,No,Cámara,Cámara HD Video,LEO-1192,Casa Central,Electrónica,Sala B 356,,Uso general ,sin uso,Logitech,C270 HD WEBCAM,2143LZ90MYC9,2025-06-27 00:00:00,-,Dato Registrado por PGF 2025_06_27,LEO-1192
1316,Disponible,No,Cámara,Cámara HD Video,LEO-1193,Casa Central,Electrónica,Sala B 356,,Uso general ,sin uso,Logitech,C270 HD WEBCAM,2143LZ90MY59,2025-06-27 00:00:00,-,Dato Registrado por PGF 2025_06_27,LEO-1193
1317,Disponible,Sí,Osciloscopio,Osciloscopio 3 en 1 (Osc-Gen-Tester Probador),LEO-1194,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DSO-TC3,-,2025-07-29 00:00:00,-,,LEO-1194
1318,Disponible,Sí,Osciloscopio,Osciloscopio 3 en 1 (Osc-Gen-Tester Probador),LEO-1195,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DSO-TC3,-,2025-07-29 00:00:00,-,,LEO-1195
1319,Disponible,Sí,Osciloscopio,Osciloscopio 3 en 1 (Osc-Gen-Tester Probador),LEO-1196,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DSO-TC3,-,2025-07-29 00:00:00,-,,LEO-1196
1320,Disponible,Sí,Osciloscopio,Osciloscopio 3 en 1 (Osc-Gen-Tester Probador),LEO-1197,Casa Central,Electrónica,Sala B 356, ,Uso general ,Operativo,FNIRSI,DSO-TC3,-,2025-07-29 00:00:00,-,,LEO-1197
1321,Disponible,Sí,Osciloscopio,Osciloscopio 3 en 1 (Osc-Gen-Tester Probador),LEO-1198,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,FNIRSI,DSO-TC3,-,2025-07-29 00:00:00,-,,LEO-1198
1322,Disponible,Sí,Caja,Caja plastica,LEO-1199,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,-,-,,-,,-,LEO-1199
1323,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1200,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1200
1324,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1201,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1201
1325,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1202,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1202
1326,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1203,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1203
1327,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1204,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1204
1328,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1205,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1205
1329,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1206,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1206
1330,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1207,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1207
1331,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1208,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1208
1332,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1209,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1209
1333,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1210,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1210
1334,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1211,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1211
1335,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1212,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1212
1336,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1213,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1213
1337,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1214,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1214
1338,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1215,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1215
1339,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1216,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1216
1340,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1217,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1217
1341,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1218,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1218
1342,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1219,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1219
1343,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1220,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1220
1344,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1221,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1221
1345,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1222,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1222
1346,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1223,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1223
1347,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1224,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1224
1348,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1225,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1225
1349,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1226,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1226
1350,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1227,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1227
1351,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1228,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1228
1352,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1229,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1229
1353,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1230,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1230
1354,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1231,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1231
1355,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1232,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1232
1356,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1233,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1233
1357,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1234,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1234
1358,Disponible,Sí,Tarjeta de desarrollo,Núcleo 64 L47626,LEO-1235,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,L47626,-,2025-08-11 00:00:00,-,-,LEO-1235
1359,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1236,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1236
1360,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1237,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1237
1361,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1238,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1238
1362,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1239,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1239
1363,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1240,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1240
1364,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1241,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1241
1365,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1242,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1242
1366,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1243,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1243
1367,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1244,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1244
1368,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1245,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1245
1369,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1246,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1246
1370,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1247,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1247
1371,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1248,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1248
1372,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1249,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1249
1373,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1250,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1250
1374,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1251,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1251
1375,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1252,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1252
1376,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1253,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1253
1377,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1254,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1254
1378,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1255,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1255
1379,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1256,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1256
1380,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1257,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1257
1381,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1258,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1258
1382,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1259,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1259
1383,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1260,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1260
1384,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1261,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1261
1385,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1262,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1262
1386,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1263,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1263
1387,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1264,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1264
1388,Disponible,Sí,Tarjeta de desarrollo,Núcleo de Expansión 6180,LEO-1265,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,6180,-,2025-08-11 00:00:00,-,-,LEO-1265
1389,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1266,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1266
1390,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1267,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1267
1391,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1268,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1268
1392,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1269,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1269
1393,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1270,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1270
1394,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1271,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1271
1395,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1272,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1272
1396,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1273,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1273
1397,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1274,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1274
1398,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1275,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1275
1399,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1276,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1276
1400,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1277,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1277
1401,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1278,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1278
1402,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1279,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1279
1403,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1280,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1280
1404,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1281,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1281
1405,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1282,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1282
1406,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1283,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1283
1407,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1284,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1284
1408,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1285,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1285
1409,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1286,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1286
1410,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1287,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1287
1411,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1288,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1288
1412,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1289,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1289
1413,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1290,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1290
1414,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1291,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1291
1415,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1292,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1292
1416,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1293,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1293
1417,Disponible,Sí,Tarjeta de desarrollo,Expansión Bluetooh 1DB05A1,LEO-1294,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,1DB05A1,-,2025-08-12 00:00:00,-,-,LEO-1294
1418,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1295,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1295
1419,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1296,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1296
1420,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1297,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1297
1421,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1298,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1298
1422,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1299,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1299
1423,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1300,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1300
1424,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1301,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1301
1425,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1302,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1302
1426,Disponible,Sí,Tarjeta de desarrollo,Núcleo STM32F411,LEO-1303,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,ST LIFE,STM32F411,-,2025-08-12 00:00:00,-,-,LEO-1303
